"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4",
"미국","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1081","970","802","854","2033","1553","1784","1773","1298","1408","1653","1383",
"미국","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","2875","2758","2894","3527","4397","3589","2982","3286","3571","2921","2744","3354","2895","2513","2631","2394","1737","1716","1723","1886","1845","1837","3166","1787",
"미국","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","18","23","29","32","65","38","72","52","66","116","107","49",
"미국","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2877","2490","2602","2362","1672","1678","1651","1834","1779","1721","3059","1738",
"미국","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"미국","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"미국","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"미국","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"미국","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"미국","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"미국","소프트웨어","계","해외직접판매액[백만원]","백만원","47","57","49","128","182","113","163","116","147","103","82","83","68","100","123","125","175","251","172","269","88","156","118","338",
"미국","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"미국","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","68","100","123","125","175","251","172","269","88","156","118","338",
"미국","서 적","계","해외직접판매액[백만원]","백만원","962","720","934","1006","1074","837","993","1579","1964","1406","1584","1610","1969","1511","1876","1856","2089","1790","2033","1977","2259","1563","2596","1720",
"미국","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"미국","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1969","1511","1876","1856","2089","1790","2033","1977","2259","1563","2596","1720",
"미국","사무·문구","계","해외직접판매액[백만원]","백만원","25","10","14","18","568","17","32","60","61","42","58","69","69","48","41","79","58","55","85","83","198","72","83","101",
"미국","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"미국","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","69","48","41","79","58","55","85","83","198","72","83","101",
"미국","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","787","720","722","821","849","781","827","1109","1339","1174","1172","1556","1927","1781","2361","2647","2362","3014","3932","4550","3857","5191","5762","4786",
"미국","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"미국","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1927","1781","2361","2647","2362","3014","3932","4550","3857","5191","5762","4786",
"미국","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","9810","7801","6404","9208","8602","6927","8055","14482","11427","11375","11295","14354","14746","11204","11205","14483","11815","12169","10233","13658","12324","13683","13368","16161",
"미국","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","98","87","148","129","116","154","134","118","110","115","95","91",
"미국","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","14648","11117","11057","14354","11699","12015","10099","13540","12214","13568","13273","16070",
"미국","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","573","539","475","491","541","527","481","658","543","663","869","1467","1481","1025","877","1121","1181","1439","1200","1072","1152","1602","3150","864",
"미국","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","1","3","4","0","0","0",
"미국","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1481","1025","877","1121","1181","1439","1199","1069","1148","1602","3150","864",
"미국","화장품","계","해외직접판매액[백만원]","백만원","3740","3713","3399","4595","11223","6176","7061","8491","10407","10980","10150","14147","15522","15526","16016","22310","13909","11219","9717","15738","10817","11310","13999","13494",
"미국","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","7971","9008","9202","11913","4927","3311","2028","1780","2366","2647","1550","1271",
"미국","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","7551","6518","6814","10397","8982","7908","7689","13958","8451","8663","12449","12223",
"미국","아동·유아용품","계","해외직접판매액[백만원]","백만원","583","546","499","610","1099","603","619","746","709","649","635","817","744","627","619","722","766","793","730","1056","815","1153","1702","1928",
"미국","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","1","1","0","1","0","2","0","0","0","0","0",
"미국","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","744","626","618","722","765","793","728","1056","815","1153","1702","1928",
"미국","음·식료품","계","해외직접판매액[백만원]","백만원","381","415","405","673","577","628","631","221","552","212","190","230","394","189","415","265","277","311","239","278","336","313","602","424",
"미국","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","73","71","89","103","75","100","80","125","111","73","64","70",
"미국","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","321","118","326","162","202","211","159","153","225","240","538","354",
"미국","농축수산물","계","해외직접판매액[백만원]","백만원","94","98","111","160","189","192","193","5","3","0","0","0","1","0","0","2","1","0","0","33","2","2","7","2",
"미국","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"미국","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","0","0","2","1","0","0","33","2","2","7","2",
"미국","생활·자동차용품","계","해외직접판매액[백만원]","백만원","1931","1915","1815","1871","6605","2189","2207","2291","2641","2688","2376","2600","3107","2766","2396","2276","2483","2357","2150","2159","2174","2410","3409","3713",
"미국","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","0",
"미국","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","3107","2766","2396","2276","2483","2357","2150","2159","2174","2410","3407","3713",
"미국","기 타","계","해외직접판매액[백만원]","백만원","1749","1615","1791","1946","2570","2682","2237","1986","2282","2497","2431","2603","2658","3125","2969","4075","3793","3540","3633","4445","3820","4273","5897","7353",
"미국","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"미국","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2658","3125","2969","4075","3793","3540","3633","4445","3820","4273","5897","7353",
"캐나다","합계","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"캐나다","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
